No,MLSID,StreetNumberNumeric,streetaddress,STREETNAME,PostalCode,StateOrProvince,City,SalesClosePrice,LISTDATE,LISTPRICE,LISTTYPE,OriginalListPrice,FOUNDATIONSIZE,FENCE,MapLetter,LotSizeDimensions,SchoolDistrictNumber,DAYSONMARKET,offmarketdate,Fireplaces,RoomArea4,roomtype,ROOF,RoomFloor4,PotentialShortSale,PoolDescription,PDOM,GarageDescription,SQFTABOVEGROUND,Taxes,RoomFloor1,RoomArea1,TAXWITHASSESSMENTS,TAXYEAR,LivingArea,UNITNUMBER,YEARBUILT,ZONING,STYLE,ACRES,CoolingDescription,APPLIANCES,backonmarketdate,ROOMFAMILYCHAR,RoomArea3,EXTERIOR,RoomFloor3,RoomFloor2,RoomArea2,DiningRoomDescription,BASEMENT,BathsFull,BathsHalf,BATHQUARTER,BATHSTHREEQUARTER,Class,BATHSTOTAL,BATHDESC,RoomArea5,RoomFloor5,RoomArea6,RoomFloor6,RoomArea7,RoomFloor7,RoomArea8,RoomFloor8,Bedrooms,SQFTBELOWGROUND,AssumableMortgage,AssociationFee,ASSESSMENTPENDING,AssessedValuation
1760,RMLS,1428,1428 Albemarle St,Albemarle,55117,MN,STP - Saint Paul,167000,8/30/2017 0:00,164900,Exclusive Right,164900,884,"",B2,40x125,625 - St. Paul,11,9/10/2017 0:00,0,9X8,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom",Asphalt Shingles,Main,No,"",11,"Detached Garage, Driveway - Asphalt, Garage Door Opener",884,2234,Main,17X11,2292,2017,1184,"",1981,Residential-Single,(SF) Split Entry (Bi-Level),0.115,Central,"Range, Cooktop, Refrigerator, Washer, Dryer","","Lower Level, Family Room",23X11,Wood,Lower,Main,10X10,Kitchen/Dining Room,"Walkout, Full, Finished (Livable)",1,0,0,1,SF,2,"Main Floor Full Bath, 3/4 Basement",13X10,Main,12X11,Main,11X10,Lower,"","",3,300,Not Assumable,0,No,58
1761,RMLS,1964,1964 4th St E,4th,55119,MN,STP - Saint Paul,159000,8/25/2017 0:00,164900,Exclusive Right,175000,816,"Chain Link, Full",A3,40x128,625 - St. Paul,71,11/4/2017 0:00,0,11.5x10.5,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Patio","Asphalt Shingles, Pitched, Age Over 8 Years",Main,No,"",30,"Detached Garage, Driveway - Asphalt, Garage Door Opener",1106,2048,Main,18.5x11,2393,2017,1106,"",1945,Residential-Single,(SF) One 1/2 Stories,0.12,Central,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer","","","","Stucco, Brick/Stone","","","",Eat In Kitchen,"Full, Concrete Block, Unfinished",1,0,0,0,SF,1,Main Floor Full Bath,11x10,Main,11x9,Main,14.5x10,Upper,"","",3,0,"",0,No,345
1762,RMLS,1570,1570 Hazel St N,Hazel,55119,MN,STP - Saint Paul,165000,8/23/2017 0:00,164900,Exclusive Right,169900,816,"Chain Link, Full",A2,71x150,625 - St. Paul,47,11/13/2017 0:00,0,11x10,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Mud Room","Asphalt Shingles, Pitched, Age 8 Years or Less",Main,No,None,5,"Detached Garage, Garage Door Opener",1173,1924,Main,12x11,1924,2017,1173,"",1922,Residential-Single,(SF) One 1/2 Stories,0.24,Window,"Range, Dishwasher, Refrigerator, Washer, Dryer","","",20x11,Vinyl,Upper,Main,12x7,"Separate/Formal Dining Room, Breakfast Area","Full, Drain Tiled, Sump Pump, Unfinished",1,0,0,0,SF,1,Main Floor Full Bath,12x10,Main,10x10,Main,"","","","",2,0,Not Assumable,0,Unknown,0
1763,RMLS,2143,2143 Rose Ave E,Rose,55119,MN,STP - Saint Paul,165500,8/12/2017 0:00,164900,Exclusive Right,169900,864,"",A2,65x175,625 - St. Paul,46,9/27/2017 0:00,0,12x8,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom","Asphalt Shingles, Pitched",Main,No,"",19,"Detached Garage, Garage Door Opener",864,2040,Main,21x11,2040,2017,1326,"",1952,Residential-Single,(SF) One Story,0.261,Central,"Range, Dishwasher, Refrigerator","","Lower Level, Family Room",34x11,Metal,Lower,"","","Eat In Kitchen, Living/Dining Room","Full, Finished (Livable), Day/Lookout Windows, Egress Windows, Concrete Block",1,0,0,0,SF,1,Main Floor Full Bath,13x10,Main,11x10,Main,11x9,Main,11x8,Lower,4,462,"",0,No,0
1764,RMLS,1027,1027 Minnehaha Ave W,Minnehaha,55104,MN,STP - Saint Paul,159000,8/11/2017 0:00,164900,Exclusive Right,179900,880,Chain Link,E3,40x131,625 - St. Paul,105,12/3/2017 0:00,0,11 x 10,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Office, Laundry, Porch","Asphalt Shingles, Age 8 Years or Less",Main,No,"",56,"Detached Garage, Driveway - Asphalt",1091,1284,Main,22 x 10,1342,2017,1363,"",1923,Residential-Single,(SF) One 1/2 Stories,0.12,Central,"Range, Refrigerator, Washer, Dryer","",Lower Level,20 x 12,Vinyl,Lower,Main,11 x 10,"Kitchen/Dining Room, Living/Dining Room","Full, Finished (Livable), Day/Lookout Windows, Egress Windows, Concrete Block",1,0,0,1,SF,2,"Main Floor Full Bath, 3/4 Basement",14 x 11,Upper,14 x 11,Main,"","","","",2,272,Not Assumable,0,Unknown,58
1765,RMLS,21,21 George St E,George,55107,MN,STP - Saint Paul,164900,8/8/2017 0:00,164900,Exclusive Right,164900,804,"Wood, Partial",C1,50x100,625 - St. Paul,2,8/10/2017 0:00,0,12x12,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Sun Room",Asphalt Shingles,Main,No,"",2,Detached Garage,804,1680,Main,18x12,1738,2017,804,"",1947,Residential-Single,(SF) One Story,0.12,Central,"Range, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer","","","",Metal,"","","","Eat In Kitchen, Kitchen/Dining Room",Full,1,1,0,0,SF,2,"Main Floor Full Bath, 1/2 Basement",12x12,Main,12x10,Main,"","","","",2,0,"",0,Yes,58.2
1766,RMLS,2021,2021 E Hawthorne Ave E,Hawthorne,55119,MN,STP - Saint Paul,162500,8/2/2017 0:00,164900,Exclusive Right,175000,900,Chain Link,A2,68x157,625 - St. Paul,123,12/13/2017 0:00,0,8x15,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom",Asphalt Shingles,Main,No,"",89,Detached Garage,374,1936,Main,12X18,2086,2017,1274,"",1956,Residential-Single,(SF) One Story,0.25,Central,"Range, Refrigerator","",Lower Level,26x11,Stucco,Lower,"","","Eat In Kitchen, Kitchen/Dining Room",Full,1,0,0,0,SF,1,Main Floor Full Bath,9x12,Main,9x12,Main,8x12,Main,8x11,Lower,3,900,"",0,Unknown,150
1767,RMLS,546,546 Lexington Pkwy N,Lexington,55104,MN,STP - Saint Paul,170000,7/19/2017 0:00,164900,Exclusive Right,173900,862,"",E3,44x120,625 - St. Paul,39,10/19/2017 0:00,1,12x12,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Den",Asphalt Shingles,Main,No,"",20,Detached Garage,1724,2495,Main,16x21,2636,2017,1724,"",1924,Residential-Single,(SF) Two Stories,0.12,Window,"Range, Cooktop, Exhaust Fan/Hood, Washer, Dryer","",Main Level,"",Brick/Stone,"",Main,14x14,"",None,1,0,0,0,SF,1,Upper Level Full Bath,11x13,Upper,13x14,Upper,10x11,Upper,"","",3,0,"",0,Unknown,141
1768,RMLS,576,576 Burgess St,Burgess,55103,MN,STP - Saint Paul,164900,7/18/2017 0:00,164900,Exclusive Right,169900,832,"Privacy, Partial",A3,80x135,625 - St. Paul,36,8/23/2017 0:00,0,15x8,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Porch",Asphalt Shingles,Main,No,None,19,Detached Garage,1350,758,Main,14x11,1376,2017,1350,"",1908,Residential-Single,(SF) Two Stories,0.25,Window,"Range, Refrigerator, Washer, Dryer","","","",Block,"",Main,16x12,Separate/Formal Dining Room,Full,1,1,0,0,SF,2,"Main Floor 1/2 Bath, Upper Level Full Bath , Whirlpool",11x10,Main,14x12,Upper,14x10,Upper,12x11,Upper,4,0,Not Assumable,0,Unknown,618
1769,RMLS,1011,1011 Charles Ave,Charles,55104,MN,STP - Saint Paul,163900,7/13/2017 0:00,164900,Exclusive Right,189900,1200,"Wire, Full",E3,32x125,625 - St. Paul,118,11/8/2017 0:00,0,17x10,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Porch, Porch, Den","Asphalt Shingles, Age Over 8 Years",Main,No,"",19,Other,1400,1826,Main,12x12,1880,2016,1500,"",1917,Residential-Single,(SF) One 1/2 Stories,0.09,None,"Range, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer","",Main Level,19x23,"Metal, Vinyl",Main,Main,10x10,Living/Dining Room,Partial,1,0,0,1,SF,2,"Main Floor Full Bath, 3/4 Basement",17x11,Main,13x13,Upper,"","","","",2,100,Not Assumable,0,No,54
1770,RMLS,1154,1154 Flandrau St,Flandrau,55106,MN,STP - Saint Paul,164900,7/5/2017 0:00,164900,Exclusive Right,164900,936,"",E2,Unknown,625 - St. Paul,28,8/2/2017 0:00,0,21x12,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom","",Main,No,"",28,"Detached Garage, Driveway - Concrete",1336,1434,Main,18x12,1434,2016,1736,"",1949,Residential-Single,(SF) One 1/2 Stories,0.15,Central,"","","",28x14,Metal,Lower,Main,12x12,"","Full, Finished (Livable)",1,0,0,0,SF,1,Main Floor Full Bath,12x12,Main,12x09,Main,17x11,Upper,"","",3,400,"",0,Unknown,0
1771,RMLS,289,"289 5th St E, 408",5th,55101,MN,STP - Saint Paul,157000,7/1/2017 0:00,164900,Exclusive Right,164900,889,"",C4,0,625 - St. Paul,59,8/29/2017 0:00,0,12x9,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Loft, Storage Room, Laundry","",Main,No,"",59,"Uncovered/Open, More Parking Offsite for Fee, Other",960,1276,Main,20x20,1276,2016,960,408,1902,Residential-Single,(CC) High Rise (4+ Levels),0,Central,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer","","","",Brick/Stone,"",Main,10x10,Informal Dining Room,None,1,0,0,0,SF,1,Main Floor Full Bath,15x14,Upper,"","","","","","",1,0,"",363,No,0
1772,RMLS,1735,1735 Reaney Ave,Reaney,55106,MN,STP - Saint Paul,160000,6/26/2017 0:00,164900,Exclusive Right,164900,649,"",E3,40X127,625 - St. Paul,29,7/25/2017 0:00,0,11 x 10,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom",Asphalt Shingles,Main,No,"",29,Driveway - Concrete,649,850,Main,21 x 12,2156,2016,649,"",1923,Residential-Single,(SF) Two Stories,0,None,"Range, Exhaust Fan/Hood, Refrigerator","",Main Level,"","Metal, Vinyl","",Main,13 x 12,Separate/Formal Dining Room,Full,1,1,0,0,SF,2,Main Floor 1/2 Bath,13 x 12,Upper,8x11,Upper,9x10,Upper,"","",3,0,"",0,Unknown,1306
1773,RMLS,1236,1236 Farrington St,Farrington,55117,MN,STP - Saint Paul,174900,6/21/2017 0:00,164900,Exclusive Right,164900,740,Wood,A2,40x122,625 - St. Paul,7,7/17/2017 0:00,0,12 x 13,"Living Room, Dining Room, , Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom",Asphalt Shingles,Main,No,"",7,Detached Garage,1480,1469,Main,13 x 13,1802,2016,1480,"",1894,Residential-Single,(SF) Two Stories,0.11,None,"Range, Refrigerator","","","",Stucco,"",Main,11 x 14,Informal Dining Room,"Full, Partial Finished, Day/Lookout Windows",1,0,0,0,SF,1,Upper Level Full Bath,13 x 13,Upper,10 x 11,Upper,11 x 17,Upper,7 x 10,Main,4,0,"",0,Unknown,333
1774,RMLS,782,782 Livingston Ave,Livingston,55107,MN,STP - Saint Paul,169800,6/6/2017 0:00,164900,Exclusive Right,164900,910,"Chain Link, Partial",C2,97x143,625 - St. Paul,7,6/13/2017 0:00,0,14x13,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Three Season Porch, Porch, Loft","Asphalt Shingles, Pitched, Age 8 Years or Less",Main,No,"",7,"Detached Garage, Driveway - Concrete, Garage Door Opener",1274,2364,Main,18x13,2422,2017,1274,"",1916,Residential-Single,(SF) One 1/2 Stories,0.32,None,"Range, Cooktop, Refrigerator, Washer, Dryer","","","","Wood, Shakes","",Main,10x13,"Informal Dining Room, Eat In Kitchen, Living/Dining Room","Full, Unfinished",1,0,1,0,SF,2,"Main Floor Full Bath, Basement",8x19,Main,20x12,Upper,"","","","",2,0,"",0,Yes,58.2
1775,RMLS,963,963 Burr St,Burr,55130,MN,STP - Saint Paul,178000,6/6/2017 0:00,164900,Exclusive Right,170000,768,None,C3,40x80,625 - St. Paul,14,6/23/2017 0:00,0,12x9,"Living Room, , , Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom",Asphalt Shingles,Main,No,None,1,"Detached Garage, Garage Door Opener",1536,0,Main,12x13,166,2016,1536,"",2017,Residential-Single,(SF) Two Stories,0.07,Central,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer","",Main Level,"",Vinyl,"","","","Kitchen/Dining Room, Living/Dining Room","Full, Drain Tiled, Sump Pump, Egress Windows, Poured Concrete, Unfinished",1,0,0,1,SF,2,"Main Floor 3/4 Bath, Upper Level Full Bath",12x10,Main,15x10,Upper,10x15,Upper,16x7,Upper,4,0,Not Assumable,0,No,166
1776,RMLS,51,51 Colorado St W,Colorado,55107,MN,STP - Saint Paul,170000,6/5/2017 0:00,164900,Exclusive Right,164900,924,"",C1,40X100,625 - St. Paul,18,6/23/2017 0:00,0,15x10,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Porch",Asphalt Shingles,Main,No,"",18,Driveway - Asphalt,932,2473,Main,12x11,2352,2017,932,"",1890,Residential-Single,(SF) One Story,0.09,Window,"Range, Microwave, Refrigerator, Washer, Dryer","","","",Shakes,"",Main,15x11,Separate/Formal Dining Room,Full,1,0,0,0,SF,1,Main Floor Full Bath,11x9,Main,8x7,Main,"","","","",2,0,"",0,Unknown,58
1777,RMLS,927,927 4th St E,4th,55106,MN,STP - Saint Paul,173750,6/2/2017 0:00,164900,Exclusive Right,164900,756,Privacy,D3,40x125,625 - St. Paul,16,6/18/2017 0:00,0,12x11,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom",Asphalt Shingles,Main,No,"",16,Detached Garage,1512,1892,Main,17x13,2236,2017,1512,"",1912,Residential-Single,(SF) More Than Two Stories,0.11,Window,"Range, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer","","","",Wood,"",Main,14x12,Separate/Formal Dining Room,"Full, Sump Pump, Concrete Block, Unfinished",1,1,0,0,SF,2,"Main Floor 1/2 Bath, Upper Level Full Bath",13x12,Upper,12x11,Upper,11x10,Upper,"","",3,0,Not Assumable,0,Unknown,344
1778,RMLS,1771,1771 Ivy Ave E,Ivy,55106,MN,STP - Saint Paul,164900,6/1/2017 0:00,164900,Exclusive Right,164900,884,None,A2,74x100x74x99,625 - St. Paul,5,6/10/2017 0:00,0,10x8,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom",Age 8 Years or Less,Main,No,None,5,"Detached Garage, Garage Door Opener",884,2059,Main,18x13,2790,2017,1172,"",1956,Residential-Single,(SF) One Story,0.17,None,"Range, Dishwasher, Refrigerator","","Lower Level, Family Room",24x12,Stucco,Lower,Main,10x6,"Informal Dining Room, Living/Dining Room","Full, Finished (Livable)",1,0,0,0,SF,1,Main Floor Full Bath,11x11,Main,11x10,Main,"","","","",2,288,Not Assumable,0,Unknown,731
1779,RMLS,1197,1197 Cook Ave E,Cook,55106,MN,STP - Saint Paul,159000,5/30/2017 0:00,164900,Exclusive Right,164900,1087,Wood,D3,40x125,625 - St. Paul,33,7/25/2017 0:00,0,10x10,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Office, Porch",Asphalt Shingles,Main,No,"",33,"Detached Garage, Driveway - Concrete, Garage Door Opener",1447,1512,Main,13x13,1512,2017,1647,"",1932,Residential-Single,(SF) One 1/2 Stories,0.11,Wall,"Range, Cooktop, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator, Freezer, Washer, Dryer, Furnace Humidifier","","Main Level, Lower Level, Great Room, Family Room, Entertainment/Media Center",15x24,Stucco,Lower,Main,10x13,Separate/Formal Dining Room,"Full, Crawl Space, Partial Finished, Drain Tiled",1,0,0,0,SF,1,Main Floor Full Bath,13x15,Upper,12x12,Main,12x12,Main,"","",3,200,Not Assumable,0,No,0
1780,RMLS,1094,1094 6th St E,6th,55106,MN,STP - Saint Paul,179000,5/30/2017 0:00,164900,Exclusive Right,164900,692,Wood,D3,64x131,625 - St. Paul,23,6/22/2017 0:00,0,10x8,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, , Family Room, Work Shop",Asphalt Shingles,Main,No,"",23,Detached Garage,1240,1614,Main,22x11,1915,2017,1720,"",1925,Residential-Single,(SF) One 1/2 Stories,0.09,Central,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer","","",24x20,Wood,Lower,Main,15x11,"",Full,1,0,0,0,SF,1,"Main Floor Full Bath, Rough In",13x10,Upper,14x8,Main,10x9,Main,"","",3,480,Not Assumable,0,Yes,301
1781,RMLS,946,946 Lafond Ave,Lafond,55104,MN,STP - Saint Paul,160000,5/18/2017 0:00,164900,Exclusive Right,164900,748,Chain Link,E3,49x125,625 - St. Paul,15,7/18/2017 0:00,0,16 x 10,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Loft","Asphalt Shingles, Pitched, Age Over 8 Years",Main,No,None,15,Detached Garage,1056,1418,Main,21 x 11,1418,2016,1056,"",1914,Residential-Single,(SF) One 1/2 Stories,0.14,Window,"Range, Microwave, Exhaust Fan/Hood, Refrigerator, Freezer, Washer, Dryer","","Main Level, Family Room","",Wood,"","","","Eat In Kitchen, Living/Dining Room","Full, Concrete Block, Unfinished",1,0,0,0,SF,1,Main Floor Full Bath,11 x 8,Main,9 x 9,Main,16 x 11,Upper,"","",3,0,Not Assumable,0,Unknown,0
1782,RMLS,1691,1691 Nevada Ave E,Nevada,55106,MN,STP - Saint Paul,175000,5/10/2017 0:00,164900,Exclusive Right,164900,720,"Wood, Full",E2,41x124,625 - St. Paul,14,5/24/2017 0:00,0,12x11,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Utility Room",Asphalt Shingles,Main,No,"",14,Detached Garage,720,1679,Main,15x11,2028,2017,1320,"",1946,Residential-Single,(SF) One Story,0.12,Central,"Range, Microwave, Refrigerator, Washer, Dryer","","Lower Level, Family Room",22x13,Stucco,Lower,"","",Eat In Kitchen,"Full, Partial Finished, Day/Lookout Windows",1,0,0,0,SF,1,Main Floor Full Bath,12x9,Main,12x9,Main,"","","","",2,600,Not Assumable,0,No,349
1783,RMLS,1058,1058 Rose Ave E,Rose,55106,MN,STP - Saint Paul,167000,5/10/2017 0:00,164900,Exclusive Right,164900,744,"Wood, Chain Link, Privacy, Full",D2,39x122,625 - St. Paul,43,6/22/2017 0:00,0,16x9,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom","Asphalt Shingles, Age 8 Years or Less",Main,No,"",43,"Detached Garage, Covered, Carport, Driveway - Concrete",1220,1204,Main,18x13,1204,2017,1220,"",1946,Residential-Single,(SF) Two Stories,0.11,Central,"Range, Cooktop, Exhaust Fan/Hood, Refrigerator, Washer, Dryer","","","","Metal, Vinyl","",Main,11x10,"Informal Dining Room, Eat In Kitchen","Full, Concrete Block, Unfinished",1,0,0,0,SF,1,Upper Level Full Bath,14x11,Upper,13x11,Upper,12x11,Main,"","",3,0,Not Assumable,0,Unknown,0
1784,RMLS,662,662 Ivy Ave E,Ivy,55106,MN,STP - Saint Paul,169000,4/28/2017 0:00,164900,Exclusive Right,164900,792,"",C2,40x123,625 - St. Paul,13,5/11/2017 0:00,0,17x12,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Sitting Room","Asphalt Shingles, Pitched",Main,No,"",13,"Uncovered/Open, Driveway - Concrete",1822,1932,Main,12x12,1932,2017,1822,"",1904,Residential-Single,(SF) One 1/2 Stories,0.12,Window,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer","","","",Vinyl,"",Main,14x11,"Separate/Formal Dining Room, Eat In Kitchen","Full, Unfinished",1,1,0,0,SF,2,"Main Floor 1/2 Bath, Upper Level Full Bath , Separate Tub & Shower",13x10,Upper,10x9,Upper,11x11,Upper,"","",3,0,Not Assumable,0,No,0
1785,RMLS,500,"500 Robert St N, 501",Robert,55101,MN,STP - Saint Paul,163000,4/28/2017 0:00,164900,Exclusive Right,169900,940,"",B4,Common,625 - St. Paul,73,7/10/2017 0:00,0,"","Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom","","",No,"",35,"Driveway - Shared, More Parking Onsite for Fee, Assigned",940,2370,"","",2374,2017,940,501,1916,Residential-Multi-Family,(CC) High Rise (4+ Levels),0.022,Central,"Range, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator","","Main Level, Loft","",Brick/Stone,"","","","",None,1,0,0,0,SF,1,Main Floor Full Bath,"","","","","","","","",0,0,Not Assumable,357,No,0
1786,RMLS,569,569 Saint Clair Ave,Saint Clair,55102,MN,STP - Saint Paul,195000,4/7/2017 0:00,164900,Exclusive Right,164900,645,Chain Link,A1,40x125,625 - St. Paul,0,4/13/2017 0:00,0,12 X 11,"Living Room, Dining Room, , Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, , Three Season Porch, Foyer, Unfinished, Garage","Asphalt Shingles, Age 8 Years or Less",Main,No,"",0,"Detached Garage, Garage Door Opener",1160,1138,Main,13 X 11,1470,2016,1160,"",1916,Residential-Single,(SF) Two Stories,0.11,Central,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Furnace Humidifier","","","","Metal, Vinyl","",Main,13.5 X 12,"Informal Dining Room, Eat In Kitchen","Full, Day/Lookout Windows, Concrete Block, Unfinished",1,0,0,0,SF,1,Main Floor Full Bath,15.5 X 12,Upper,11.5 X 10,Upper,11 X 10,Upper,"","",3,0,Not Assumable,0,No,332
1787,RMLS,53,53 Iowa Ave W,Iowa,55117,MN,STP - Saint Paul,180000,3/28/2017 0:00,164900,Exclusive Right,164900,1238,"",B2,80x136,625 - St. Paul,8,4/5/2017 0:00,0,16x12,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom",Asphalt Shingles,Main,No,"",8,"Detached Garage, Driveway - Asphalt",1236,1536,Main,19x12,1594,2016,1636,"",1900,Residential-Single,(SF) One Story,0.25,Central,"Range, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer","","","","Metal, Vinyl","",Main,12x10,Separate/Formal Dining Room,Full,1,0,0,1,SF,2,"Main Floor Full Bath, 3/4 Basement",13x13,Main,11x10,Main,10x10,Main,"","",3,400,"",0,Unknown,58.2
1788,RMLS,523,523 Minnehaha Ave E,Minnehaha,55130,MN,STP - Saint Paul,164900,3/9/2017 0:00,164900,Exclusive Right,164900,837,"",C3,112x41,625 - St. Paul,47,4/25/2017 0:00,0,14x14,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Porch",Asphalt Shingles,Main,No,"",47,"Detached Garage, Driveway - Asphalt",1209,1664,Main,12x12,1664,2016,1209,"",1874,Residential-Single,(SF) Two Stories,0.11,Central,"Range, Microwave, Dishwasher, Refrigerator, Freezer, Washer, Dryer","","","",Metal,"",Main,14x12,Separate/Formal Dining Room,Full,1,0,0,0,SF,1,Upper Level Full Bath,13x8,Main,19x9,Upper,14x12,Upper,"","",3,0,"",0,Unknown,0
1789,RMLS,158,158 Morton St E,Morton,55107,MN,STP - Saint Paul,169900,3/1/2017 0:00,164900,Exclusive Right,164900,632,Wood,C2,28x123,625 - St. Paul,14,3/15/2017 0:00,0,14x13,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Porch, Den","Asphalt Shingles, Pitched, Age Over 8 Years",Main,No,None,14,"Detached Garage, Covered, Carport",1120,1550,Main,14x13,1605,2016,1120,"",1885,Residential-Single,(SF) Two Stories,0.14,Window,"","","","",Vinyl,"",Main,13x10,"",Full,1,1,0,0,SF,2,"Main Floor 1/2 Bath, Upper Level Full Bath",14x10,Upper,14x9,Upper,13x7,Main,"","",3,0,Not Assumable,0,No,55
1790,RMLS,2538,2538 Nokomis Ave,Nokomis,55119,MN,STP - Saint Paul,161999,7/22/2017 0:00,164999,Exclusive Right,164999,929,Chain Link,B2,50x130,625 - St. Paul,57,12/1/2017 0:00,0,9x19,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Recreation Room","Asphalt Shingles, Pitched, Age Over 8 Years",Main,No,"",57,"Detached Garage, Driveway - Concrete, Garage Door Opener",929,1776,Main,20x11,1824,2017,1485,"",1957,Residential-Single,(SF) One Story,0.15,Central,"Range, Exhaust Fan/Hood, Refrigerator, Washer, Dryer","","Main Level, Lower Level",16x21,Stucco,Lower,"","",Eat In Kitchen,Full,1,0,0,0,SF,1,"Main Floor Full Bath, Basement",8x11,Main,10x12,Main,9x11,Main,"","",3,556,Not Assumable,0,Unknown,48
