No,MLSID,StreetNumberNumeric,streetaddress,STREETNAME,PostalCode,StateOrProvince,City,SalesClosePrice,LISTDATE,LISTPRICE,LISTTYPE,OriginalListPrice,FOUNDATIONSIZE,FENCE,MapLetter,LotSizeDimensions,SchoolDistrictNumber,DAYSONMARKET,offmarketdate,Fireplaces,RoomArea4,roomtype,ROOF,RoomFloor4,PotentialShortSale,PoolDescription,PDOM,GarageDescription,SQFTABOVEGROUND,Taxes,RoomFloor1,RoomArea1,TAXWITHASSESSMENTS,TAXYEAR,LivingArea,UNITNUMBER,YEARBUILT,ZONING,STYLE,ACRES,CoolingDescription,APPLIANCES,backonmarketdate,ROOMFAMILYCHAR,RoomArea3,EXTERIOR,RoomFloor3,RoomFloor2,RoomArea2,DiningRoomDescription,BASEMENT,BathsFull,BathsHalf,BATHQUARTER,BATHSTHREEQUARTER,Class,BATHSTOTAL,BATHDESC,RoomArea5,RoomFloor5,RoomArea6,RoomFloor6,RoomArea7,RoomFloor7,RoomArea8,RoomFloor8,Bedrooms,SQFTBELOWGROUND,AssumableMortgage,AssociationFee,ASSESSMENTPENDING,AssessedValuation
323,RMLS,1716,1716 County Road C E,County Road C,55109,MN,MAPW - Maplewood,202600,10/18/2017 0:00,200000,Exclusive Right,200000,1093,"Wire, Chain Link",E3,84x312x84x313,622 - North St Paul-Maplewood,28,11/15/2017 0:00,0,8x12,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom","Asphalt Shingles, Age Over 8 Years",Main,No,"",28,"Attached Garage, Tuckunder, Driveway - Concrete, Garage Door Opener",1010,2388,Main,18.6x11,2388,2017,1410,"",1958,Residential-Single,(SF) One Story,0.6,Central,"Range, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer, Water Softener - Owned","",Lower Level,14x27,"Metal, Vinyl, Brick/Stone",Main,Main,9x11,Kitchen/Dining Room,"Walkout, Finished (Livable)",1,0,0,0,SF,1,Main Floor Full Bath,13x9,Main,12x11,Main,10.6x11,Main,"","",3,400,"",0,No,0
324,RMLS,1831,1831 City Heights Dr,City Heights,55117,MN,MAPW - Maplewood,195000,10/5/2017 0:00,200000,Exclusive Right,200000,1351,"",B1,85x184,623 - Roseville,13,10/18/2017 0:00,1,11x8,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Deck",Asphalt Shingles,Main,No,None,13,"Attached Garage, Driveway - Asphalt, Garage Door Opener",1585,2234,Main,18x12,2834,2017,1585,"",1958,Residential-Single,(SF) One Story,0.359,Central,"Cooktop, Wall Oven, Exhaust Fan/Hood, Refrigerator, Washer, Dryer","","Main Level, Family Room",18x13,Shakes,Main,Main,12x11,Informal Dining Room,"Walkout, Full, Day/Lookout Windows, Concrete Block, Unfinished",1,0,0,0,SF,1,"Main Floor Full Bath, Rough In",12x11,Main,11x9,Main,11x10,Main,"","",3,0,"",0,Yes,580
325,RMLS,1624,"1624 Legacy Pkwy E, 6",Legacy,55109,MN,MAPW - Maplewood,190500,9/8/2017 0:00,200000,Exclusive Right,200000,606,None,E3,Common,622 - North St Paul-Maplewood,20,9/28/2017 0:00,0,13x12,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Loft","Asphalt Shingles, Age Over 8 Years",Main,No,"",20,"Attached Garage, Driveway - Asphalt, Garage Door Opener",1559,1901,Main,15x12,2036,2017,1559,6,2006,Residential-Single,(TH) Side x Side,0,Central,"Range, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer, Water Softener - Owned, Disposal","",Loft,"","Vinyl, Brick/Stone","",Main,12x8,"Breakfast Area, Living/Dining Room",None,1,0,0,1,SF,2,"Main Floor 3/4 Bath, Upper Level Full Bath",15x11,Upper,10x10,Upper,13x9,Upper,"","",3,0,"",271,No,135.37
326,RMLS,209,209 McClelland St N,McClelland,55119,MN,MAPW - Maplewood,190000,8/3/2017 0:00,200000,Exclusive Right,204777,1080,"",B4,75x154,622 - North St Paul-Maplewood,24,8/27/2017 0:00,0,12 x 9,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Informal Dining Room","Asphalt Shingles, Age 8 Years or Less",Main,No,"",13,Detached Garage,1080,2274,Main,x 13,2724,2017,1080,"",1960,Residential-Single,(SF) One Story,0,Central,"Washer, Dryer","","","",Stucco,"","","","",Full,1,0,0,0,SF,1,Main Floor Full Bath,12 x 12,Main,12 x 10,Main,12 x 11,Main,"","",3,0,"",0,Unknown,450
327,RMLS,1240,"1240 Majestic Ave, 317",Majestic,55109,MN,MAPW - Maplewood,200000,8/1/2017 0:00,200000,Exclusive Right,200000,856,"",D3,common,622 - North St Paul-Maplewood,2,8/7/2017 0:00,1,9x8,"Living Room, Dining Room, , Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, , Laundry, Loft, Garage","",Main,No,"",2,Attached Garage,1713,2468,Main,15x13,2468,2017,1713,317,2009,Residential-Single,(TH) Side x Side,0.04,Central,"","","","","Vinyl, Brick/Stone","",Main,11x11,"",None,2,1,0,0,SF,3,"",14x13,Upper,12x10,Upper,14x10,Upper,"","",3,0,"",207,No,0
328,RMLS,1237,1237 Skillman Ave E,Skillman,55109,MN,MAPW - Maplewood,205000,4/7/2017 0:00,200000,Exclusive Right,200000,1508,Wood,D1,75x135,622 - North St Paul-Maplewood,3,4/27/2017 0:00,0,15x11,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Office, Recreation Room, Play Room, Den",Asphalt Shingles,Main,No,"",3,"Attached Garage, Driveway - Concrete",1508,3040,Main,18x11,3040,2016,2108,"",1955,Residential-Single,(SF) One Story,0.23,Central,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer","",Main Level,19x15,Vinyl,Main,Main,10x9,Kitchen/Dining Room,"Full, Finished (Livable), Poured Concrete",1,0,0,1,SF,2,"Main Floor Full Bath, 3/4 Basement",11x10,Main,11x9,Main,10x9,Main,"","",3,600,"",0,No,0
329,RMLS,1010,1010 Ferndale St N,Ferndale,55119,MN,MAPW - Maplewood,182000,3/21/2017 0:00,200000,Exclusive Right,200000,1092,"",B3,95x134,622 - North St Paul-Maplewood,16,4/6/2017 0:00,0,11x12,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Laundry","Asphalt Shingles, Age Over 8 Years",Upper,No,None,16,"Attached Garage, Driveway - Asphalt, Garage Door Opener",1092,2290,Upper,13x11,2290,2017,1092,"",1973,Residential-Single,(SF) Split Entry (Bi-Level),0.3,Central,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer","","","",Wood,Lower,Upper,8x12,"Informal Dining Room, Eat In Kitchen, Kitchen/Dining Room, Living/Dining Room","Walkout, Full, Partial Finished, Drain Tiled, Sump Pump, Day/Lookout Windows, Egress Windows, Concrete Block, Unfinished",1,0,0,0,SF,1,"Main Floor Full Bath, Basement, Rough In",11x11,Upper,10x11,Upper,10x10,Upper,"",Lower,3,0,Not Assumable,0,No,0
330,RMLS,2317,2317 Boxwood Ave E,Boxwood,55119,MN,MAPW - Maplewood,215000,3/2/2017 0:00,200000,Exclusive Right,200000,916,"",B3,120x165,622 - North St Paul-Maplewood,2,3/6/2017 0:00,0,12x10,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom","Asphalt Shingles, Age 8 Years or Less",Main,No,"",2,"Detached Garage, Driveway - Concrete",916,2840,Main,12x10,2840,2016,916,"",1943,Residential-Single,(SF) One Story,0.45,Central,"Range, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer, Disposal","","","","Wood, Metal, Vinyl, Cement Board","",Main,8x8,"Separate/Formal Dining Room, Breakfast Area","Walkout, Full, Unfinished",1,0,0,1,SF,2,"Main Floor Full Bath, Main Floor 3/4 Bath, Private Master, 3/4 Master",13x12,Main,10x10,Main,"","","","",2,0,Not Assumable,0,No,0
331,RMLS,2581,2581 Bittersweet Ln,Bittersweet,55109,MN,MAPW - Maplewood,200000,8/17/2017 0:00,204900,Exclusive Right,204900,966,None,E3,75x155,622 - North St Paul-Maplewood,14,8/31/2017 0:00,2,11.5x10,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, , Patio, Laundry","Asphalt Shingles, Age Over 8 Years",Main,No,None,14,"Attached Garage, Driveway - Concrete, Garage Door Opener",966,2654,Main,17x13,2654,2017,1663,"",1958,Residential-Single,(SF) One Story,0.267,Central,"Range, Dishwasher, Refrigerator, Washer, Dryer","","Lower Level, Family Room",37x11,Brick/Stone,Lower,Main,10x9,Informal Dining Room,"Full, Finished (Livable), Drain Tiled, Sump Pump, Concrete Block",1,0,0,1,SF,2,"Main Floor Full Bath, 3/4 Basement",9.5x9,Main,11x10,Main,12x10,Main,"","",3,697,Not Assumable,0,No,0
332,RMLS,2122,2122 Southwind Dr,Southwind,55109,MN,MAPW - Maplewood,210599,7/19/2017 0:00,204900,Exclusive Right,204900,1426,"",A1,0,622 - North St Paul-Maplewood,14,8/2/2017 0:00,0,15x10,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Porch, Laundry",Asphalt Shingles,Main,No,"",14,"Attached Garage, Driveway - Concrete",1426,2574,Main,14x13,2574,2016,1426,"",1996,Residential-Multi-Family,(TH) Detached,0.19,Central,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer","","","","Vinyl, Brick/Stone","",Main,13x10,"Informal Dining Room, Living/Dining Room","Crawl Space, Drain Tiled, Sump Pump",1,0,0,1,SF,2,"Main Floor 3/4 Bath, Private Master, Full Master",14x14,Main,11x10,Main,"","","","",2,0,Not Assumable,230,No,0
333,RMLS,1776,1776 Atlantic St,Atlantic,55109,MN,MAPW - Maplewood,210000,7/6/2017 0:00,204900,Exclusive Right,204900,1082,"",D1,66x303,622 - North St Paul-Maplewood,7,7/20/2017 0:00,1,11 x 11,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Office, Laundry","Asphalt Shingles, Pitched, Age Over 8 Years",Main,No,"",7,"Attached Garage, Driveway - Concrete, Garage Door Opener",1070,2758,Main,18 x 14,2758,2016,1890,"",1971,Residential-Single,(SF) Split Entry (Bi-Level),0.46,Central,"Range, Exhaust Fan/Hood, Dishwasher, Washer, Dryer","",Lower Level,16 x 15,Fiber Board,Lower,Main,12 x 9,"Informal Dining Room, Kitchen/Dining Room, Living/Dining Room","Full, Finished (Livable), Day/Lookout Windows",1,0,0,1,SF,2,"Main Floor Full Bath, 3/4 Basement",12 x 11,Main,11 x 10,Main,12 x 11,Lower,"","",3,820,"",0,No,0
334,RMLS,1812,1812 Furness St,Furness,55109,MN,MAPW - Maplewood,200000,10/30/2017 0:00,205000,Exclusive Right,205000,986,None,A1,101x154,622 - North St Paul-Maplewood,42,12/11/2017 0:00,1,19.5x10,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom","Asphalt Shingles, Age 8 Years or Less",Main,No,"",42,"Detached Garage, Driveway - Concrete, Garage Door Opener",1638,3084,Main,23x13.5,3084,2017,1938,"",1959,Residential-Single,(SF) Two Stories,0.357,Central,"Range, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator, Freezer, Washer, Dryer, Water Softener - Owned, Furnace Humidifier","","Lower Level, Family Room",20.5X15,Vinyl,Lower,Main,12x10.7,"Separate/Formal Dining Room, Kitchen/Dining Room","Full, Finished (Livable), Drain Tiled, Sump Pump, Concrete Block",1,1,0,0,SF,2,"Main Floor 1/2 Bath, Upper Level Full Bath",13.5x11,Upper,12.5x10,Upper,11x10.7,Upper,15.11x11,Upper,4,300,"",0,Unknown,0
335,RMLS,129,129 Summer Ave,Summer,55117,MN,MAPW - Maplewood,210000,9/27/2017 0:00,205000,Exclusive Right,205000,1019,"",B1,80x134,623 - Roseville,16,10/13/2017 0:00,0,8'3x9'7,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Deck, Den","Asphalt Shingles, Age 8 Years or Less",Main,No,None,16,"Detached Garage, Garage Door Opener, Driveway - Asphalt",1019,2448,Main,18'5x13'1,3028,2017,1669,"",1958,Residential-Single,(SF) One Story,0.24,Central,"Range, Cooktop, Wall Oven, Dishwasher, Refrigerator, Disposal","",Lower Level,22x11,"Wood, Brick/Stone",Lower,Main,9'1x9'7,Kitchen/Dining Room,"Full, Finished (Livable), Day/Lookout Windows",1,0,0,1,SF,2,"Main Floor Full Bath, 3/4 Basement",11'8x11,Main,9'9x9'2,Main,9x10'4,Main,"","",3,650,"",0,Yes,3480
336,RMLS,1755,1755 Agate St,Agate,55117,MN,MAPW - Maplewood,205000,7/14/2017 0:00,205000,Exclusive Right,239900,960,Chain Link,B1,80x142,623 - Roseville,158,12/19/2017 0:00,0,11.5x14,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Three Season Porch, Laundry, Utility Room, Garage","Asphalt Shingles, Age Over 8 Years",Main,No,"",58,"Detached Garage, Heated Garage, Driveway - Concrete, Garage Door Opener",960,2354,Main,19x12.5,2934,2017,1668,"",1958,Residential-Single,(SF) One Story,0.26,Central,"Range, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer","",Lower Level,24x12.5,Stucco,Lower,"","","Informal Dining Room, Eat In Kitchen, Kitchen/Dining Room, Living/Dining Room","Full, Finished (Livable), Egress Windows, Concrete Block",1,0,0,1,SF,2,"Main Floor Full Bath, 3/4 Basement",13.25x12,Main,11.25x10,Main,11.75x10,Main,21.5x11,Lower,4,708,"",0,No,580
337,RMLS,968,968 Lakewood Dr N,Lakewood,55119,MN,MAPW - Maplewood,195000,4/29/2017 0:00,205000,Exclusive Right,205000,1026,"",B3,110x131,622 - North St Paul-Maplewood,31,6/8/2017 0:00,1,14x11,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Deck, Patio",Unspecified Shingle,Lower,No,None,31,"Attached Garage, Driveway - Asphalt, Garage Door Opener",1026,2794,Main,26x14,2794,2017,1926,"",1960,Residential-Single,(SF) One Story,0.33,Central,"Cooktop, Wall Oven, Dishwasher, Refrigerator, Washer, Dryer","",Lower Level,22x11,Vinyl,Lower,Lower,12x9,"Separate/Formal Dining Room, Eat In Kitchen",Walkout,1,0,0,1,SF,2,"Main Floor Full Bath, 3/4 Basement",14x14,Main,16x10,Main,"","","","",2,900,"",0,Unknown,0
338,RMLS,1233,1233 Ripley Ave,Ripley,55109,MN,MAPW - Maplewood,192000,3/30/2017 0:00,205700,Exclusive Right,210900,976,"Wood, Chain Link",D1,72x134,622 - North St Paul-Maplewood,32,5/1/2017 0:00,0,15x17,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Fifth (5th) Bedroom","Asphalt Shingles, Age Over 8 Years",Main,No,None,24,"Detached Garage, Driveway - Concrete, Garage Door Opener",1376,2662,Main,17x12,2662,2017,1695,"",1953,Residential-Single,(SF) One 1/2 Stories,0.22,Central,"Range, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer, Disposal","","","",Stucco,"","","",Kitchen/Dining Room,"Partial, Day/Lookout Windows, Concrete Block",1,0,1,0,SF,2,"Main Floor Full Bath, Basement",12x11,Main,13x9,Main,16x15,Upper,11x15,Lower,3,319,"",0,Unknown,0
339,RMLS,1851,1851 Manton St,Manton,55109,MN,MAPW - Maplewood,210000,2/24/2017 0:00,206900,Exclusive Right,206900,768,"Wood, Chain Link, Full",E1,60x125,622 - North St Paul-Maplewood,8,3/4/2017 0:00,0,11 x 16,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Laundry","Asphalt Shingles, Pitched, Age Over 8 Years",Main,No,"",8,"Detached Garage, Driveway - Concrete, Garage Door Opener",768,2412,Main,13 x 14,2412,2016,1536,"",1972,Residential-Single,(SF) Split Entry (Bi-Level),0.17,Central,"Range, Microwave, Dishwasher, Refrigerator","",Main Level,10 x 15,Metal,Main,"","","Eat In Kitchen, Kitchen/Dining Room","Full, Finished (Livable), Day/Lookout Windows",1,0,0,1,SF,2,"Main Floor Full Bath, 3/4 Master",10 x 22,Main,11 x 14,Lower,10 x 16,Lower,"","",3,768,"",0,No,0
340,RMLS,1240,1240 County Road D E,County Road D,55109,MN,MAPW - Maplewood,203500,8/14/2017 0:00,208000,Exclusive Right,208000,1916,"",D3,0,622 - North St Paul-Maplewood,5,8/19/2017 0:00,1,12x10,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom","",Main,No,"",5,"Attached Garage, Tuckunder, Insulated Garage, Heated Garage, Underground Garage, Driveway - Asphalt, Garage Door Opener",1916,2206,Main,13x11,2206,2017,1916,"",2006,Residential-Single,(TH) Side x Side,0.05,Central,"Range, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer, Disposal","",Main Level,13x11,"Metal, Vinyl, Brick/Stone",Main,Main,13x11,"Separate/Formal Dining Room, Kitchen/Dining Room, Living/Dining Room",None,2,1,0,0,SF,3,"Main Floor 1/2 Bath, Upper Level Full Bath , Private Master, Full Master, Separate Tub & Shower, Whirlpool",14x11,Upper,12x11,Upper,"","","","",2,0,Not Assumable,300,Unknown,0
341,RMLS,896,896 New Century Blvd S,New Century,55119,MN,MAPW - Maplewood,205000,10/5/2017 0:00,208500,Exclusive Right,208500,720,"",B2,Common,622 - North St Paul-Maplewood,21,11/6/2017 0:00,0,12x11,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Loft, Recreation Room","Asphalt Shingles, Age Over 8 Years",Main,No,"",21,"Attached Garage, Tuckunder, Insulated Garage, Driveway - Asphalt, Garage Door Opener",1439,2706,Main,12x10,2706,2017,1689,"",2002,Residential-Single,(TH) Side x Side,0,Central,"Range, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator, Freezer, Washer, Dryer, Disposal","","","","Metal, Vinyl","",Main,12x9,"Informal Dining Room, Living/Dining Room","Walkout, Full, Egress Windows",1,1,0,0,SF,2,"Main Floor 1/2 Bath, Upper Level Full Bath",13x12,Upper,12x10,Upper,"","","","",2,250,Not Assumable,240,Unknown,0
342,RMLS,1330,1330 Ripley Ave,Ripley,55109,MN,MAPW - Maplewood,220000,5/8/2017 0:00,208500,Exclusive Right,208500,1248,"",E1,82x148,622 - North St Paul-Maplewood,2,6/4/2017 0:00,0,12x12,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Deck","Asphalt Shingles, Age Over 8 Years",Main,No,"",2,"Attached Garage, Tuckunder, Garage Door Opener",1248,2843,Main,17x12,3170,2017,1488,"",1975,Residential-Single,(SF) Four or More Level Split,0.28,Central,"Range, Exhaust Fan/Hood, Refrigerator, Freezer, Washer, Dryer","",Lower Level,"",Vinyl,Lower,Main,10x9,"Eat In Kitchen, Kitchen/Dining Room",Walkout,1,0,0,1,SF,2,"Upper Level Full Bath , 3/4 Basement",15x12,Upper,13x11,Upper,14x12,Upper,"","",3,240,"",0,Yes,327
343,RMLS,145,145 Mount Vernon Ave,Mount Vernon,55117,MN,MAPW - Maplewood,212000,5/24/2017 0:00,209000,Exclusive Right,209000,744,"Chain Link, Full",B1,75x137,623 - Roseville,16,6/9/2017 0:00,1,13x11,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom","Asphalt Shingles, Age Over 8 Years",Main,No,None,16,"Attached Garage, Driveway - Concrete",1044,1938,Main,15x12,1938,2016,1682,"",1955,Residential-Single,(SF) One 1/2 Stories,0.24,Central,"Range, Dishwasher, Refrigerator, Washer, Dryer","",Main Level,"",Vinyl,"",Main,11x11,"Breakfast Area, Living/Dining Room","Full, Concrete Block, Unfinished",1,1,0,0,SF,2,"Main Floor Full Bath, 3/4 Basement",11x9,Main,10x30,Upper,"","","","",2,638,Not Assumable,0,Unknown,0
344,RMLS,21,21 Mcclelland St N,Mcclelland,55119,MN,MAPW - Maplewood,204000,8/18/2017 0:00,209900,Exclusive Right,209900,960,Chain Link,B4,75x135,622 - North St Paul-Maplewood,19,9/6/2017 0:00,0,14x11.4,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Laundry, Work Shop","Asphalt Shingles, Pitched, Age 8 Years or Less",Main,No,"",19,"Detached Garage, Driveway - Asphalt",978,2554,Main,18.4x12.5,2554,2017,1378,"",1956,Residential-Single,(SF) One Story,0.232,Central,"Range, Microwave, Refrigerator, Washer, Dryer","",Lower Level,35x11,Metal,Lower,"","",Eat In Kitchen,"Full, Partial Finished, Concrete Block",1,0,1,0,SF,2,"Main Floor Full Bath, Basement",12.3x11.4,Main,11.3x10,Main,11.4x9,Main,9.5x10.5,Lower,3,400,"",0,Unknown,0
345,RMLS,1800,1800 City Heights Dr,City Heights,55117,MN,MAPW - Maplewood,201500,8/11/2017 0:00,209900,Exclusive Right,219900,1248,"Wood, Chain Link, Partial",B1,75x142,623 - Roseville,68,10/18/2017 0:00,0,15x11,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Sitting Room, Deck","Asphalt Shingles, Age Over 8 Years",Main,No,"",53,"Attached Garage, Tuckunder",1248,2770,Main,12x18,2770,2017,1648,"",1958,Residential-Single,(SF) One Story,0.245,Central,"Range, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer","",Lower Level,16x12,Stucco,Lower,Main,13x10,"","Full, Concrete Block",2,0,0,0,SF,2,"Main Floor Full Bath, Full Basement",12x12,Main,11x10,Main,11x10,Main,"","",3,400,Not Assumable,0,No,0
346,RMLS,942,942 Edith St N,Edith,55119,MN,MAPW - Maplewood,208600,8/4/2017 0:00,209900,Exclusive Right,209900,820,"Chain Link, Full",B3,80x132,622 - North St Paul-Maplewood,32,9/5/2017 0:00,1,10x9,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Deck",Asphalt Shingles,Main,No,"",32,"Detached Garage, Driveway - Asphalt, Garage Door Opener",1225,2550,Main,16x12,2550,2017,1610,"",1941,Residential-Single,(SF) One 1/2 Stories,0.242,Central,"Range, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer, Disposal","","Lower Level, Family Room",19x17,Metal,Lower,Main,13x7,Separate/Formal Dining Room,"Full, Finished (Livable), Egress Windows, Concrete Block",1,0,0,1,SF,2,"Main Floor Full Bath, 3/4 Basement",29x13,Upper,12x10,Main,11x10,Main,"","",3,385,Not Assumable,0,No,0
347,RMLS,2692,2692 Mayer Ln E,Mayer,55119,MN,MAPW - Maplewood,207000,6/5/2017 0:00,209900,Exclusive Right,209900,1056,Wire,B4,84x134,622 - North St Paul-Maplewood,17,6/22/2017 0:00,0,19.6x9.6,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Laundry, Storage Room","Asphalt Shingles, Age 8 Years or Less",Main,No,None,17,"Attached Garage, Driveway - Concrete, Driveway - Asphalt, Garage Door Opener",1053,2404,Main,19.6x13.6,2404,2017,1402,"",1959,Residential-Single,(SF) Four or More Level Split,0.256,Central,"Range, Exhaust Fan/Hood, Refrigerator, Washer, Dryer, Disposal","",Lower Level,22x13,Shakes,Lower,"","",Eat In Kitchen,"Partial, Sump Pump, Day/Lookout Windows, Concrete Block",1,0,0,1,SF,2,"Upper Level Full Bath , 3/4 Basement",13x13,Main,13x9.6,Main,10x10,Main,"","",3,349,Not Assumable,0,No,0
348,RMLS,1756,1756 Flandrau St,Flandrau,55109,MN,MAPW - Maplewood,222000,6/2/2017 0:00,209900,Exclusive Right,209900,720,"Wood, Chain Link",E1,50X295,622 - North St Paul-Maplewood,3,6/7/2017 0:00,0,11X9,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Deck, Office, Sun Room",Asphalt Shingles,Main,No,"",3,"Detached Garage, Insulated Garage, Driveway - Concrete, Garage Door Opener",1040,3128,Main,17x12,3128,2017,1580,"",1939,Residential-Single,(SF) One 1/2 Stories,0.34,Central,"Range, Dishwasher, Refrigerator, Washer, Dryer, Disposal","",Lower Level,21x19,"Metal, Vinyl, Brick/Stone",Lower,"","",Living/Dining Room,"Full, Finished (Livable)",1,0,0,1,SF,2,"Main Floor Full Bath, 3/4 Basement",11x9,Main,12x10,Main,13X12,Upper,"","",3,540,"",0,No,0
349,RMLS,1461,1461 Grandview Ave E,Grandview,55109,MN,MAPW - Maplewood,201500,4/15/2017 0:00,209900,Exclusive Right,239900,1184,"",E4,88x120,622 - North St Paul-Maplewood,63,6/26/2017 0:00,0,11x13,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Patio","Asphalt Shingles, Pitched, Age 8 Years or Less",Main,No,"",45,"Attached Garage, Driveway - Asphalt, Garage Door Opener",1184,2414,Main,20x11,2414,2016,1704,"",1955,Residential-Single,(SF) One Story,0.24,Central,"Range, Microwave, Dishwasher, Refrigerator","",Lower Level,21x22,"Vinyl, Brick/Stone",Lower,Main,"","Eat In Kitchen, Kitchen/Dining Room, Living/Dining Room","Full, Finished (Livable)",1,0,0,1,SF,2,"Main Floor Full Bath, 3/4 Basement",11x12,Main,10x11,Main,11x11,Main,14x10,Lower,3,520,"",0,Unknown,0
